Round count: 52
Round count: 89
Round count: 76
Round count: 83
Round count: 81
Round count: 78
Round count: 100
Round count: 91
Round count: 99
Round count: 58
Round count: 100
Round count: 100
Round count: 100
Round count: 100
Round count: 94
Round count: 53
Round count: 64
Round count: 100
Round count: 93
Round count: 98
Results for  10000  above
Round count: 199
Round count: 194
Round count: 200
Round count: 127
Round count: 173
Round count: 151
Round count: 107
Round count: 141
Round count: 69
Round count: 106
Round count: 198
Round count: 135
Round count: 147
Round count: 129
Round count: 129
Round count: 95
Round count: 101
Round count: 200
Round count: 125
Round count: 137
Results for  20000  above
Round count: 300
Round count: 83
Round count: 142
Round count: 300
Round count: 182
Round count: 141
Round count: 92
Round count: 292
Round count: 300
Round count: 244
Round count: 124
Round count: 60
Round count: 128
Round count: 123
Round count: 100
Round count: 230
Round count: 300
Round count: 257
Round count: 225
Round count: 144
Results for  30000  above
Round count: 166
Round count: 149
Round count: 332
Round count: 125
Round count: 392
Round count: 351
Round count: 102
Round count: 185
Round count: 358
Round count: 139
Round count: 193
Round count: 329
Round count: 203
Round count: 99
Round count: 91
Round count: 96
Round count: 136
Round count: 151
Round count: 313
Round count: 194
Results for  40000  above
Round count: 145
Round count: 399
Round count: 500
Round count: 220
Round count: 315
Round count: 128
Round count: 79
Round count: 500
Round count: 312
Round count: 157
Round count: 362
Round count: 208
Round count: 477
Round count: 484
Round count: 89
Round count: 493
Round count: 43
Round count: 470
Round count: 124
Round count: 203
Results for  50000  above
Round count: 346
Round count: 426
Round count: 389
Round count: 590
Round count: 212
Round count: 572
Round count: 281
Round count: 269
Round count: 106
Round count: 600
Round count: 109
Round count: 98
Round count: 61
Round count: 151
Round count: 598
Round count: 71
Round count: 583
Round count: 375
Round count: 405
Round count: 116
Results for  60000  above
Round count: 796
Round count: 461
Round count: 610
Round count: 100
Round count: 61
Round count: 505
Round count: 102
Round count: 78
Round count: 432
Round count: 334
Round count: 785
Round count: 462
Round count: 76
Round count: 800
Round count: 373
Round count: 381
Round count: 197
Round count: 396
Round count: 399
Round count: 173
Results for  80000  above
Round count: 326
Round count: 295
Round count: 84
Round count: 250
Round count: 996
Round count: 344
Round count: 463
Round count: 369
Round count: 952
Round count: 576
Round count: 707
Round count: 722
Round count: 351
Round count: 998
Round count: 168
Round count: 952
Round count: 389
Round count: 415
Round count: 449
Round count: 999
Results for  100000  above
Round count: 383
Round count: 181
Round count: 1166
Round count: 1167
Round count: 1058
Round count: 509
Round count: 332
Round count: 64
Round count: 304
Round count: 1192
Round count: 114
Round count: 98
Round count: 690
Round count: 470
Round count: 484
Round count: 117
Round count: 101
Round count: 1179
Round count: 362
Round count: 1133
Results for  120000  above
Round count: 1268
Round count: 527
Round count: 435
Round count: 404
Round count: 369
Round count: 202
Round count: 91
Round count: 1096
Round count: 286
Round count: 714
Round count: 516
Round count: 674
Round count: 360
Round count: 138
Round count: 1398
Round count: 148
Round count: 790
Round count: 537
Round count: 178
Round count: 566
Results for  140000  above
Round count: 250
Round count: 493
Round count: 834
Round count: 455
Round count: 172
Round count: 453
Round count: 217
Round count: 134
Round count: 496
Round count: 628
Round count: 231
Round count: 768
Round count: 89
Round count: 71
Round count: 405
Round count: 392
Round count: 1194
Round count: 434
Round count: 578
Round count: 233
Results for  160000  above
Round count: 372
Round count: 80
Round count: 542
Round count: 1888
Round count: 101
Round count: 133
