Round count: 99
Round count: 99
Round count: 99
Round count: 99
Round count: 99
Round count: 99
Round count: 99
Round count: 99
Round count: 99
Round count: 99
Round count: 99
Round count: 99
Round count: 99
Round count: 99
Round count: 99
Round count: 99
Round count: 99
Round count: 99
Round count: 122
Round count: 103
Results for  10000  above
Round count: 199
Round count: 199
Round count: 199
Round count: 199
Round count: 199
Round count: 199
Round count: 199
Round count: 199
Round count: 78
Round count: 192
Round count: 199
Round count: 199
Round count: 199
Round count: 199
Round count: 199
Round count: 123
Round count: 199
Round count: 199
Round count: 199
Round count: 113
Results for  20000  above
Round count: 299
Round count: 63
Round count: 299
Round count: 299
Round count: 299
Round count: 299
Round count: 160
Round count: 299
Round count: 299
Round count: 300
Round count: 299
Round count: 81
Round count: 281
Round count: 235
Round count: 191
Round count: 299
Round count: 299
Round count: 299
Round count: 299
Round count: 152
Results for  30000  above
Round count: 297
Round count: 342
Round count: 399
Round count: 260
Round count: 399
Round count: 399
Round count: 251
Round count: 399
Round count: 399
Round count: 399
Round count: 399
Round count: 309
Round count: 399
Round count: 123
Round count: 181
Round count: 85
Round count: 399
Round count: 228
Round count: 399
Round count: 313
Results for  40000  above
Round count: 298
Round count: 499
Round count: 499
Round count: 499
Round count: 499
Round count: 86
Round count: 124
Round count: 499
Round count: 499
Round count: 499
Round count: 500
Round count: 292
Round count: 499
Round count: 499
Round count: 200
Round count: 499
Round count: 383
Round count: 499
Round count: 154
Round count: 489
Results for  50000  above
Round count: 599
Round count: 320
Round count: 599
Round count: 599
Round count: 244
Round count: 599
Round count: 521
Round count: 465
Round count: 68
Round count: 599
Round count: 76
Round count: 120
Round count: 483
Round count: 158
Round count: 599
Round count: 73
Round count: 599
Round count: 599
Round count: 599
Round count: 171
Results for  60000  above
Round count: 799
Round count: 799
Round count: 799
Round count: 78
Round count: 68
Round count: 799
Round count: 138
Round count: 189
Round count: 588
Round count: 799
Round count: 799
Round count: 799
Round count: 164
Round count: 682
Round count: 799
Round count: 317
Round count: 284
Round count: 658
Round count: 435
Round count: 165
Results for  80000  above
Round count: 925
Round count: 375
Round count: 121
Round count: 999
Round count: 999
Round count: 406
Round count: 619
Round count: 416
Round count: 999
Round count: 517
Round count: 95
Round count: 999
Round count: 329
Round count: 999
Round count: 186
Round count: 999
Round count: 533
Round count: 999
Round count: 615
Round count: 999
Results for  100000  above
Round count: 389
Round count: 358
Round count: 1199
Round count: 1260
Round count: 1199
Round count: 1199
Round count: 316
Round count: 101
Round count: 1199
Round count: 1199
Round count: 107
Round count: 1199
Round count: 1167
Round count: 1187
Round count: 340
Round count: 116
Round count: 86
Round count: 1199
Round count: 711
Round count: 1199
Results for  120000  above
Round count: 1399
Round count: 675
Round count: 1399
Round count: 315
Round count: 411
Round count: 285
Round count: 307
Round count: 1399
Round count: 139
Round count: 1399
Round count: 1399
Round count: 1399
Round count: 1034
Round count: 51
Round count: 1399
Round count: 150
Round count: 364
Round count: 878
Round count: 148
Round count: 1045
Results for  140000  above
Round count: 409
Round count: 1584
Round count: 1599
Round count: 1599
Round count: 248
Round count: 1294
Round count: 378
Round count: 93
Round count: 936
Round count: 1065
Round count: 58
Round count: 1599
Round count: 175
Round count: 160
Round count: 557
Round count: 614
Round count: 1599
Round count: 631
Round count: 1149
Round count: 289
Results for  160000  above
Round count: 1799
Round count: 1799
Round count: 339
Round count: 822
Round count: 332
Round count: 573
Round count: 133
Round count: 470
Round count: 1799
Round count: 365
Round count: 1799
Round count: 604
Round count: 1799
Round count: 499
Round count: 643
Round count: 181
Round count: 1799
Round count: 712
Round count: 1799
Round count: 210
Results for  180000  above
Round count: 797
Round count: 93
Round count: 456
Round count: 1999
Round count: 129
Round count: 161
Round count: 1999
Round count: 1999
Round count: 1999
Round count: 1999
Round count: 322
Round count: 199
Round count: 1999
Round count: 250
Round count: 653
Round count: 271
Round count: 93
Round count: 417
Round count: 1999
Round count: 376
Results for  200000  above
Round count: 2199
Round count: 2199
Round count: 2199
Round count: 608
Round count: 2199
Round count: 2199
Round count: 1915
Round count: 336
Round count: 2199
Round count: 2199
Round count: 509
Round count: 807
Round count: 127
Round count: 417
Round count: 2199
Round count: 2199
Round count: 175
Round count: 289
Round count: 210
Round count: 502
Results for  220000  above
Round count: 2399
Round count: 2089
Round count: 2399
Round count: 2399
Round count: 661
Round count: 458
Round count: 1840
Round count: 163
Round count: 2399
Round count: 268
Round count: 2399
Round count: 2399
Round count: 238
Round count: 976
Round count: 1757
Round count: 548
Round count: 2399
Round count: 994
Round count: 340
Round count: 2399
Results for  240000  above
Round count: 960
Round count: 223
Round count: 2599
Round count: 407
Round count: 382
Round count: 514
Round count: 1720
Round count: 2599
Round count: 130
Round count: 404
Round count: 455
Round count: 2599
Round count: 2599
Round count: 736
Round count: 194
Round count: 413
Round count: 2275
Round count: 349
Round count: 210
Round count: 447
Results for  260000  above
Round count: 178
Round count: 92
Round count: 626
Round count: 2799
Round count: 293
Round count: 2799
Round count: 184
Round count: 118
Round count: 774
Round count: 2799
Round count: 162
Round count: 74
Round count: 2799
Round count: 2799
Round count: 2799
Round count: 263
Round count: 378
Round count: 1876
Round count: 962
Round count: 534
Results for  280000  above
Round count: 104
Round count: 2999
Round count: 2999
Round count: 501
Round count: 402
Round count: 1959
Round count: 2999
Round count: 1107
Round count: 544
Round count: 659
Round count: 2956
Round count: 335
Round count: 82
Round count: 2999
Round count: 2999
Round count: 172
Round count: 459
Round count: 211
Round count: 451
Round count: 350
Results for  300000  above
Round count: 1094
Round count: 134
Round count: 103
Round count: 106
Round count: 122
Round count: 3199
Round count: 574
Round count: 265
Round count: 236
Round count: 587
Round count: 1167
Round count: 98
Round count: 1235
Round count: 719
Round count: 3199
Round count: 695
Round count: 199
Round count: 3199
Round count: 410
Round count: 1763
Results for  320000  above
